Chemin_Fichier,Date_Heure_Prise,Classe_Predite,Score_Confiance,Statut
../data/raw/p01/food-images/IMG_9325.jpeg,2025-12-14 09:23:12.672042608,lobster roll sandwich,20.41%,OK
../data/raw/p01/food-images/IMG_9326.jpeg,2025-12-14 09:23:07.602734566,ice cream,10.48%,OK
../data/raw/p01/food-images/IMG_9327.jpeg,2025-12-14 09:23:07.663373709,cheese plate,9.83%,OK
../data/raw/p01/food-images/IMG_9328.jpeg,2025-12-14 09:23:11.700875998,ice cream,43.01%,OK
../data/raw/p01/food-images/IMG_9329.jpeg,2025-12-14 09:23:13.166550875,omelette,13.58%,OK
../data/raw/p01/food-images/IMG_9330.jpeg,2025-12-14 09:23:07.384587049,macarons,30.22%,OK
../data/raw/p01/food-images/IMG_9331.jpeg,2025-12-14 09:23:07.850939274,poutine,14.33%,OK
../data/raw/p01/food-images/IMG_9332.jpeg,2025-12-14 09:23:12.227451086,churros,40.56%,OK
../data/raw/p01/food-images/IMG_9333.jpeg,2025-12-14 09:23:12.562722445,ice cream,42.03%,OK
../data/raw/p01/food-images/IMG_9336.jpeg,2025-12-14 09:23:08.657194614,pancakes,24.27%,OK
../data/raw/p01/food-images/IMG_9337.jpeg,2025-12-14 09:23:09.979150057,chocolate mousse,24.38%,OK
../data/raw/p01/food-images/IMG_9339.jpeg,2025-12-14 09:23:11.123749971,churros,14.89%,OK
../data/raw/p01/food-images/IMG_9340.jpeg,2025-12-14 09:23:09.612361431,waffles,11.65%,OK
../data/raw/p01/food-images/IMG_9342.jpeg,2025-12-14 09:23:11.055345297,fried rice,38.89%,OK
../data/raw/p01/food-images/IMG_9343.jpeg,2025-12-14 09:23:10.727413654,ice cream,10.50%,OK
../data/raw/p01/food-images/IMG_9344.jpeg,2025-12-14 09:23:12.908096552,macarons,15.47%,OK
../data/raw/p01/food-images/IMG_9345.jpeg,2025-12-14 09:23:11.884330988,strawberry shortcake,26.32%,OK
../data/raw/p01/food-images/IMG_9346.jpeg,2025-12-14 09:23:08.239259243,donuts,46.07%,OK
../data/raw/p01/food-images/IMG_9347.jpeg,2025-12-14 09:23:07.016980648,waffles,25.56%,OK
../data/raw/p01/food-images/IMG_9350.jpeg,2025-12-14 09:23:08.399797201,cheese plate,11.51%,OK
../data/raw/p01/food-images/IMG_9351.jpeg,2025-12-14 09:23:06.894819975,cheesecake,13.70%,OK
../data/raw/p01/food-images/IMG_9354.jpeg,2025-12-14 09:23:10.933266878,bibimbap,10.77%,OK
../data/raw/p01/food-images/IMG_9355.jpeg,2025-12-14 09:23:10.849854469,chocolate mousse,19.56%,OK
../data/raw/p01/food-images/IMG_9356.jpeg,2025-12-14 09:23:09.770901680,macarons,17.40%,OK
../data/raw/p01/food-images/IMG_9358.jpeg,2025-12-14 09:23:11.356940508,apple pie,17.35%,OK
../data/raw/p01/food-images/IMG_9360.jpeg,2025-12-14 09:23:09.954111338,miso soup,17.18%,OK
../data/raw/p01/food-images/IMG_9361.jpeg,2025-12-14 09:23:08.722192764,macarons,24.54%,OK
../data/raw/p01/food-images/IMG_9362.jpeg,2025-12-14 09:23:11.536586285,waffles,8.53%,OK
../data/raw/p01/food-images/IMG_9363.jpeg,2025-12-14 09:23:10.258044481,panna cotta,25.64%,OK
../data/raw/p01/food-images/IMG_9364.jpeg,2025-12-14 09:23:12.575230598,ice cream,36.05%,OK
../data/raw/p01/food-images/IMG_9366.jpeg,2025-12-14 09:23:07.817514896,ice cream,34.68%,OK
../data/raw/p01/food-images/IMG_9367.jpeg,2025-12-14 09:23:07.446817398,french fries,43.62%,OK
../data/raw/p01/food-images/IMG_9368.jpeg,2025-12-14 09:23:13.038954735,ceviche,8.75%,OK
../data/raw/p01/food-images/IMG_9371.jpeg,2025-12-14 09:23:07.503289461,foie gras,10.46%,OK
../data/raw/p01/food-images/IMG_9372.jpeg,2025-12-14 09:23:12.631012440,spring rolls,11.33%,OK
../data/raw/p01/food-images/IMG_9373.jpeg,2025-12-14 09:23:12.105853319,panna cotta,17.49%,OK
../data/raw/p01/food-images/IMG_9374.jpeg,2025-12-14 09:23:11.569039106,cheese plate,6.89%,OK
../data/raw/p01/food-images/IMG_9375.jpeg,2025-12-14 09:23:10.200580120,strawberry shortcake,38.30%,OK
../data/raw/p01/food-images/IMG_9376.jpeg,2025-12-14 09:23:09.885644197,paella,33.90%,OK
../data/raw/p01/food-images/IMG_9379.jpeg,2025-12-14 09:23:10.465174675,spaghetti carbonara,15.20%,OK
../data/raw/p01/food-images/IMG_9380.jpeg,2025-12-14 09:23:10.593590260,cheese plate,23.51%,OK
../data/raw/p01/food-images/IMG_9381.jpeg,2025-12-14 09:23:11.206288815,lobster bisque,72.17%,OK
../data/raw/p01/food-images/IMG_9382.jpeg,2025-12-14 09:23:09.169283867,ice cream,5.88%,OK
../data/raw/p01/food-images/IMG_9383.jpeg,2025-12-14 09:23:09.479523182,panna cotta,13.00%,OK
../data/raw/p01/food-images/IMG_9385.jpeg,2025-12-14 09:23:08.081483603,escargots,24.59%,OK
../data/raw/p01/food-images/IMG_9386.jpeg,2025-12-14 09:23:11.789434433,beef carpaccio,45.10%,OK
../data/raw/p01/food-images/IMG_9387.jpeg,2025-12-14 09:23:13.055122852,risotto,14.66%,OK
../data/raw/p01/food-images/IMG_9388.jpeg,2025-12-14 09:23:07.409587145,pulled pork sandwich,13.75%,OK
../data/raw/p01/food-images/IMG_9389.jpeg,2025-12-14 09:23:07.768373966,dumplings,26.19%,OK
../data/raw/p01/food-images/IMG_9390.jpeg,2025-12-14 09:23:11.738881111,red velvet cake,10.58%,OK
../data/raw/p01/food-images/IMG_9394.jpeg,2025-12-14 09:23:09.275846004,macarons,15.57%,OK
../data/raw/p01/food-images/IMG_9395.jpeg,2025-12-14 09:23:09.403101444,chocolate mousse,14.00%,OK
../data/raw/p01/food-images/IMG_9396.jpeg,2025-12-14 09:23:10.489176989,red velvet cake,19.66%,OK
../data/raw/p01/food-images/IMG_9397.jpeg,2025-12-14 09:23:11.275665998,risotto,14.71%,OK
../data/raw/p01/food-images/IMG_9398.jpeg,2025-12-14 09:23:08.766684055,cheese plate,18.78%,OK
../data/raw/p01/food-images/IMG_9399.jpeg,2025-12-14 09:23:09.846445084,falafel,11.48%,OK
../data/raw/p01/food-images/IMG_9400.jpeg,2025-12-14 09:23:10.505171061,panna cotta,14.00%,OK
../data/raw/p01/food-images/IMG_9401.jpeg,2025-12-14 09:23:11.244286537,panna cotta,20.51%,OK
../data/raw/p01/food-images/IMG_9403.jpeg,2025-12-14 09:23:09.414653063,chocolate mousse,20.00%,OK
../data/raw/p01/food-images/IMG_9404.jpeg,2025-12-14 09:23:07.170929670,spaghetti carbonara,58.63%,OK
../data/raw/p01/food-images/IMG_9405.jpeg,2025-12-14 09:23:08.047386885,ice cream,26.02%,OK
../data/raw/p01/food-images/IMG_9406.jpeg,2025-12-14 09:23:11.756260395,cheese plate,34.51%,OK
../data/raw/p01/food-images/IMG_9407.jpeg,2025-12-14 09:23:13.087762594,french fries,12.94%,OK
../data/raw/p01/food-images/IMG_9408.jpeg,2025-12-14 09:23:07.539288759,cheese plate,17.85%,OK
../data/raw/p01/food-images/IMG_9409.jpeg,2025-12-14 09:23:07.697387457,french fries,23.69%,OK
../data/raw/p01/food-images/IMG_9410.jpeg,2025-12-14 09:23:11.826928616,french fries,18.93%,OK
../data/raw/p01/food-images/IMG_9411.jpeg,2025-12-14 09:23:12.995084047,churros,35.33%,OK
../data/raw/p01/food-images/IMG_9412.jpeg,2025-12-14 09:23:07.108654022,chocolate mousse,12.52%,OK
../data/raw/p01/food-images/IMG_9413.jpeg,2025-12-14 09:23:08.148981094,hot dog,6.86%,OK
../data/raw/p01/food-images/IMG_9414.jpeg,2025-12-14 09:23:09.129287481,panna cotta,31.48%,OK
../data/raw/p01/food-images/IMG_9415.jpeg,2025-12-14 09:23:09.537533522,paella,35.69%,OK
../data/raw/p01/food-images/IMG_9462.jpeg,2025-12-14 09:23:10.074401140,french fries,15.98%,OK
